,attraction_urls
161,https://www.tripadvisor.in/Attraction_Review-g297684-d23541373-Reviews-Arsh_Chikankari-Lucknow_Lucknow_District_Uttar_Pradesh.html
162,https://www.tripadvisor.in/Attraction_Review-g297684-d23731133-Reviews-Deep_Dive-Lucknow_Lucknow_District_Uttar_Pradesh.html
163,https://www.tripadvisor.in/Attraction_Review-g297684-d17585340-Reviews-Sudhanshu_vikram_singh-Lucknow_Lucknow_District_Uttar_Pradesh.html
164,https://www.tripadvisor.in/Attraction_Review-g297684-d23969203-Reviews-Fly_India_Trip-Lucknow_Lucknow_District_Uttar_Pradesh.html
165,https://www.tripadvisor.in/Attraction_Review-g297684-d24837775-Reviews-Rayhan_Holidays_LLP-Lucknow_Lucknow_District_Uttar_Pradesh.html
166,https://www.tripadvisor.in/Attraction_Review-g297684-d23961464-Reviews-Lucknow_Food_Tour-Lucknow_Lucknow_District_Uttar_Pradesh.html
167,https://www.tripadvisor.in/Attraction_Review-g297684-d20221778-Reviews-Prompt_1-Lucknow_Lucknow_District_Uttar_Pradesh.html
168,https://www.tripadvisor.in/Attraction_Review-g297684-d17582937-Reviews-Sudhanshu_vikram-Lucknow_Lucknow_District_Uttar_Pradesh.html
169,https://www.tripadvisor.in/Attraction_Review-g297684-d19804883-Reviews-Gandharva_Dubey-Lucknow_Lucknow_District_Uttar_Pradesh.html
170,https://www.tripadvisor.in/Attraction_Review-g297684-d17736577-Reviews-Vishal_Nigam-Lucknow_Lucknow_District_Uttar_Pradesh.html
171,https://www.tripadvisor.in/Attraction_Review-g297684-d25263378-Reviews-GST_Holidays_Tours-Lucknow_Lucknow_District_Uttar_Pradesh.html
