,attraction_urls
91,https://www.tripadvisor.in/Attraction_Review-g304551-d8643127-Reviews-Ambience_Mall-New_Delhi_National_Capital_Territory_of_Delhi.html
92,https://www.tripadvisor.in/Attraction_Review-g304551-d20300760-Reviews-Lazer_Crazer-New_Delhi_National_Capital_Territory_of_Delhi.html
93,https://www.tripadvisor.in/Attraction_Review-g304551-d7377610-Reviews-Golden_Triangle_Delhi_Agra_Jaipur_Tour-New_Delhi_National_Capital_Territory_of_De.html
94,https://www.tripadvisor.in/Attraction_Review-g304551-d19852577-Reviews-Manoj_Private_Tour_Driver_India-New_Delhi_National_Capital_Territory_of_Delhi.html
95,https://www.tripadvisor.in/Attraction_Review-g304551-d13796937-Reviews-Escape_Reality_Delhi-New_Delhi_National_Capital_Territory_of_Delhi.html
96,https://www.tripadvisor.in/Attraction_Review-g304551-d11919163-Reviews-Santram_Holidays-New_Delhi_National_Capital_Territory_of_Delhi.html
97,https://www.tripadvisor.in/Attraction_Review-g304551-d12593302-Reviews-Taxis_On_Rent-New_Delhi_National_Capital_Territory_of_Delhi.html
98,https://www.tripadvisor.in/Attraction_Review-g304551-d5789057-Reviews-Agra_Day_Tour_Packages-New_Delhi_National_Capital_Territory_of_Delhi.html
99,https://www.tripadvisor.in/Attraction_Review-g304551-d8514040-Reviews-India_Taxi_Services-New_Delhi_National_Capital_Territory_of_Delhi.html
100,https://www.tripadvisor.in/Attraction_Review-g304551-d8124568-Reviews-Private_Driver_In_India-New_Delhi_National_Capital_Territory_of_Delhi.html
101,https://www.tripadvisor.in/Attraction_Review-g304551-d8733666-Reviews-Delhi_Taxi_Hire-New_Delhi_National_Capital_Territory_of_Delhi.html
102,https://www.tripadvisor.in/Attraction_Review-g304551-d10005545-Reviews-Presidential_Wheels-New_Delhi_National_Capital_Territory_of_Delhi.html
103,https://www.tripadvisor.in/Attraction_Review-g304551-d3447124-Reviews-Delhi_Food_Walks-New_Delhi_National_Capital_Territory_of_Delhi.html
104,https://www.tripadvisor.in/Attraction_Review-g304551-d15869040-Reviews-Flexible_Driver_in_India-New_Delhi_National_Capital_Territory_of_Delhi.html
105,https://www.tripadvisor.in/Attraction_Review-g304551-d12770456-Reviews-INDIA_taxi_tours-New_Delhi_National_Capital_Territory_of_Delhi.html
106,https://www.tripadvisor.in/Attraction_Review-g304551-d1763928-Reviews-Chaman_Duggal_Private_Tours-New_Delhi_National_Capital_Territory_of_Delhi.html
